FID,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
1,42,003,565300,42003565300,1400000US42003565300,5653,Census Tract 5653,G5020,S,6565373,20848,+40.3994999,-079.9555215,70887554.9299316,68550.5582599192
2,42,003,458002,42003458002,1400000US42003458002,4580.02,Census Tract 4580.02,G5020,S,17643972,0,+40.4126958,-080.1336593,189902096.882385,73664.1049375684
3,42,003,458001,42003458001,1400000US42003458001,4580.01,Census Tract 4580.01,G5020,S,17615721,114258,+40.3867482,-080.1290569,190827928.455811,77954.1301700061
4,42,003,101900,42003101900,1400000US42003101900,1019,Census Tract 1019,G5020,S,857102,0,+40.4687735,-079.9401262,9224953.11437988,11545.6815433787
5,42,003,120900,42003120900,1400000US42003120900,1209,Census Tract 1209,G5020,S,1153119,0,+40.4622571,-079.9121163,12411015.1056519,15722.2911565974
6,42,003,411002,42003411002,1400000US42003411002,4110.02,Census Tract 4110.02,G5020,S,11741809,0,+40.6453535,-080.0832120,126378514.391296,77089.9577060551
7,42,003,130700,42003130700,1400000US42003130700,1307,Census Tract 1307,G5020,S,1277523,0,+40.4573260,-079.8856510,13750013.0072021,24881.521685185
8,42,003,141200,42003141200,1400000US42003141200,1412,Census Tract 1412,G5020,S,1396263,0,+40.4452265,-079.8969935,15027946.4763794,30613.9844878646
9,42,003,130800,42003130800,1400000US42003130800,1308,Census Tract 1308,G5020,S,1002798,0,+40.4533023,-079.8927341,10793071.0599365,16346.138182498
10,42,003,564800,42003564800,1400000US42003564800,5648,Census Tract 5648,G5020,S,811955,0,+40.4464112,-079.8790624,8739082.1739502,14137.1626182722
11,42,003,010302,42003010302,1400000US42003010302,103.02,Census Tract 103.02,G5020,S,580660,0,+40.4369729,-079.9852405,6249618.94476318,13658.7493178252
12,42,003,010301,42003010301,1400000US42003010301,103.01,Census Tract 103.01,G5020,S,276653,217524,+40.4340503,-079.9864299,5318873.07113647,14969.9619634296
13,42,003,564700,42003564700,1400000US42003564700,5647,Census Tract 5647,G5020,S,942558,0,+40.4380439,-079.8789072,10144744.4220581,17981.2772612925
14,42,003,412004,42003412004,1400000US42003412004,4120.04,Census Tract 4120.04,G5020,S,18597920,10752,+40.5932257,-080.1184237,200286348.654175,71390.0072869509
15,42,003,513000,42003513000,1400000US42003513000,5130,Census Tract 5130,G5020,S,2584742,158463,+40.4017394,-079.8537042,29525086.4037476,31534.118267949
16,42,003,411001,42003411001,1400000US42003411001,4110.01,Census Tract 4110.01,G5020,S,28251912,0,+40.6453112,-080.1211881,304078786.154053,71528.7992703066
17,42,003,409002,42003409002,1400000US42003409002,4090.02,Census Tract 4090.02,G5020,S,19790372,0,+40.6598214,-080.0278823,213006447.396545,65838.1383655976
18,42,003,412003,42003412003,1400000US42003412003,4120.03,Census Tract 4120.03,G5020,S,8272797,0,+40.5997823,-080.0813656,89040691.2976074,41505.8077593298
19,42,003,563201,42003563201,1400000US42003563201,5632.01,Census Tract 5632.01,G5020,S,315777,138471,+40.4495633,-079.9982749,4889070.22949219,10313.8600540622
20,42,003,409001,42003409001,1400000US42003409001,4090.01,Census Tract 4090.01,G5020,S,24155865,20971,+40.6337250,-080.0383162,260217718.884521,69376.6812470754
21,42,003,241300,42003241300,1400000US42003241300,2413,Census Tract 2413,G5020,S,1906191,327615,+40.4651965,-079.9840959,24042443.9028931,34934.5905167018
22,42,003,563202,42003563202,1400000US42003563202,5632.02,Census Tract 5632.02,G5020,S,609332,0,+40.4554381,-079.9977903,6558261.39849854,14648.9037939622
23,42,003,565200,42003565200,1400000US42003565200,5652,Census Tract 5652,G5020,S,1284592,0,+40.4574471,-080.0236644,13826025.7553101,15936.6197719887
24,42,003,565100,42003565100,1400000US42003565100,5651,Census Tract 5651,G5020,S,672618,0,+40.4569397,-080.0110035,7239410.00317383,14437.3452499748
25,42,003,261300,42003261300,1400000US42003261300,2613,Census Tract 2613,G5020,S,1957399,0,+40.4860050,-080.0059004,21067473.5823364,31481.1372720998
26,42,003,271600,42003271600,1400000US42003271600,2716,Census Tract 2716,G5020,S,1789995,0,+40.4713400,-080.0282829,19265685.2973633,28603.9945261131
27,42,003,562901,42003562901,1400000US42003562901,5629.01,Census Tract 5629.01,G5020,S,2251624,585395,+40.4080909,-079.9478036,30534866.0245667,38311.4501127059
28,42,003,161000,42003161000,1400000US42003161000,1610,Census Tract 1610,G5020,S,2646060,0,+40.4126030,-079.9694546,28479618.8286743,24402.5121222679
29,42,003,402000,42003402000,1400000US42003402000,4020,Census Tract 4020,G5020,S,1329046,121186,+40.6079823,-079.7400161,15609039.2729492,17002.9453604814
30,42,003,423000,42003423000,1400000US42003423000,4230,Census Tract 4230,G5020,S,908635,92532,+40.4927887,-079.9030596,10775592.3101196,16715.1222369088
31,42,003,270800,42003270800,1400000US42003270800,2708,Census Tract 2708,G5020,S,1270793,0,+40.4856961,-080.0319964,13677537.6574707,17851.7091272467
32,42,003,426700,42003426700,1400000US42003426700,4267,Census Tract 4267,G5020,S,3749824,0,+40.5163558,-079.9433447,40359391.0864258,35758.9303635574
33,42,003,426800,42003426800,1400000US42003426800,4268,Census Tract 4268,G5020,S,5175928,0,+40.5420387,-079.9500490,55708636.5050659,30646.5095101622
34,42,003,406000,42003406000,1400000US42003406000,4060,Census Tract 4060,G5020,S,33295026,0,+40.6498423,-079.7673477,358358593.11731,85380.1097683237
35,42,003,428100,42003428100,1400000US42003428100,4281,Census Tract 4281,G5020,S,924353,0,+40.4739290,-079.9808153,9948795.3994751,15644.1535469882
36,42,003,405000,42003405000,1400000US42003405000,4050,Census Tract 4050,G5020,S,24194863,0,+40.6064830,-079.7964320,260411169.493042,94094.3797235896
37,42,003,429400,42003429400,1400000US42003429400,4294,Census Tract 4294,G5020,S,3558361,0,+40.5327787,-080.0275674,38298687.71875,33498.0385510332
38,42,003,429700,42003429700,1400000US42003429700,4297,Census Tract 4297,G5020,S,3132321,0,+40.4992505,-080.0339452,33713176.8312378,32395.2989676024
39,42,003,430100,42003430100,1400000US42003430100,4301,Census Tract 4301,G5020,S,854401,0,+40.5145886,-080.0247469,9195929.82092285,13050.2550842714
40,42,003,300100,42003300100,1400000US42003300100,3001,Census Tract 3001,G5020,S,776096,0,+40.4135552,-079.9930098,8353055.94290161,12021.8647533805
41,42,003,320600,42003320600,1400000US42003320600,3206,Census Tract 3206,G5020,S,1479651,0,+40.3946674,-080.0050642,15925465.0280457,17737.2379453507
42,42,003,418000,42003418000,1400000US42003418000,4180,Census Tract 4180,G5020,S,1198394,223556,+40.5430237,-079.8009841,15304487.5253906,15813.0246867224
43,42,003,419000,42003419000,1400000US42003419000,4190,Census Tract 4190,G5020,S,15189113,1177010,+40.5451962,-079.8475852,176148992.647156,62639.5907938073
44,42,003,261500,42003261500,1400000US42003261500,2615,Census Tract 2615,G5020,S,1135495,0,+40.4709569,-080.0163474,12221325.0928955,20865.9259279918
45,42,003,262000,42003262000,1400000US42003262000,2620,Census Tract 2620,G5020,S,1647931,0,+40.4671705,-079.9952133,17736692.5941162,19162.3452401716
46,42,003,270300,42003270300,1400000US42003270300,2703,Census Tract 2703,G5020,S,593102,0,+40.4778507,-080.0367571,6383556.26971436,12943.6622843464
47,42,003,564100,42003564100,1400000US42003564100,5641,Census Tract 5641,G5020,S,2572032,0,+40.4274155,-080.0871065,27682784.3885193,36238.3652944463
48,42,003,981800,42003981800,1400000US42003981800,9818,Census Tract 9818,G5020,S,1822888,305799,+40.4774936,-079.8964980,22911042.6243896,21001.7721268118
49,42,003,468800,42003468800,1400000US42003468800,4688,Census Tract 4688,G5020,S,1090303,0,+40.4065066,-080.0945608,11734959.1337585,14934.7902647591
50,42,003,468900,42003468900,1400000US42003468900,4689,Census Tract 4689,G5020,S,1691784,0,+40.4040750,-080.0782315,18208639.1454773,18108.7672527526
51,42,003,281400,42003281400,1400000US42003281400,2814,Census Tract 2814,G5020,S,1328964,0,+40.4471360,-080.0519580,14303623.144165,15846.0905211843
52,42,003,281500,42003281500,1400000US42003281500,2815,Census Tract 2815,G5020,S,617106,0,+40.4404623,-080.0539288,6641883.78173828,11661.4309819283
53,42,003,290200,42003290200,1400000US42003290200,2902,Census Tract 2902,G5020,S,1454029,0,+40.3993665,-079.9838292,15649735.8842163,20832.4834399615
54,42,003,410000,42003410000,1400000US42003410000,4100,Census Tract 4100,G5020,S,2308607,0,+40.6369490,-080.0809003,24847815.4953003,26802.031791693
55,42,003,413400,42003413400,1400000US42003413400,4134,Census Tract 4134,G5020,S,4394219,0,+40.5609612,-080.0053486,47295123.4104004,31762.6657825939
56,42,003,416000,42003416000,1400000US42003416000,4160,Census Tract 4160,G5020,S,5835111,347019,+40.5532506,-079.7923696,66538459.1972046,38541.8708615591
57,42,003,417200,42003417200,1400000US42003417200,4172,Census Tract 4172,G5020,S,1319446,415228,+40.5378969,-079.7804493,18670313.0685425,20936.4146234252
58,42,003,417100,42003417100,1400000US42003417100,4171,Census Tract 4171,G5020,S,1098642,0,+40.5441473,-079.7844339,11824735.8482666,16888.0838800468
59,42,003,401200,42003401200,1400000US42003401200,4012,Census Tract 4012,G5020,S,2616123,370299,+40.6171425,-079.7227075,32143152.3967896,25687.584309858
60,42,003,401300,42003401300,1400000US42003401300,4013,Census Tract 4013,G5020,S,3337386,0,+40.6215288,-079.7388830,35920608.9425659,29783.4578149638
61,42,003,980000,42003980000,1400000US42003980000,9800,Census Tract 9800,G5020,S,635743,234551,+40.4875663,-079.8908303,9366986.40496826,14673.9013210905
62,42,003,461000,42003461000,1400000US42003461000,4610,Census Tract 4610,G5020,S,3965383,2109202,+40.5066796,-080.1138435,65380776.1203613,58657.018785665
63,42,003,437000,42003437000,1400000US42003437000,4370,Census Tract 4370,G5020,S,17747766,0,+40.5424784,-080.0925952,191019740.486938,62678.7855120256
64,42,003,473200,42003473200,1400000US42003473200,4732,Census Tract 4732,G5020,S,729800,0,+40.3814704,-080.0483236,7854904.7795105,12545.1830509346
65,42,003,473401,42003473401,1400000US42003473401,4734.01,Census Tract 4734.01,G5020,S,1527653,0,+40.3718229,-080.0426207,16442153.3884888,17741.1223734454
66,42,003,475102,42003475102,1400000US42003475102,4751.02,Census Tract 4751.02,G5020,S,1826777,0,+40.3370350,-080.0361390,19661676.7070312,19214.7431822526
67,42,003,462600,42003462600,1400000US42003462600,4626,Census Tract 4626,G5020,S,1086093,0,+40.4740463,-080.0749617,11689569.5917358,16574.9140958818
68,42,003,463900,42003463900,1400000US42003463900,4639,Census Tract 4639,G5020,S,1011302,0,+40.4662548,-080.0727817,10884624.1326904,16781.77029771
69,42,003,476200,42003476200,1400000US42003476200,4762,Census Tract 4762,G5020,S,1717185,0,+40.3647700,-080.0145161,18482131.3904724,25189.4878252598
70,42,003,473402,42003473402,1400000US42003473402,4734.02,Census Tract 4734.02,G5020,S,1770114,0,+40.3591686,-080.0417466,19051784.396759,22416.3696790638
71,42,003,477300,42003477300,1400000US42003477300,4773,Census Tract 4773,G5020,S,3552186,0,+40.3566650,-079.9776506,38232315.9047852,34449.0739448389
72,42,003,479000,42003479000,1400000US42003479000,4790,Census Tract 4790,G5020,S,1307994,0,+40.3801273,-080.0142753,14077948.916687,29623.1336821293
73,42,003,473601,42003473601,1400000US42003473601,4736.01,Census Tract 4736.01,G5020,S,2078015,0,+40.3843922,-080.0618144,22365717.512207,21151.1211177107
74,42,003,464300,42003464300,1400000US42003464300,4643,Census Tract 4643,G5020,S,1122813,0,+40.4448266,-080.0685083,12084812.1600647,17744.1254761268
75,42,003,472100,42003472100,1400000US42003472100,4721,Census Tract 4721,G5020,S,549884,0,+40.3991547,-080.0359259,5918375.72265625,12437.8126698311
76,42,003,465600,42003465600,1400000US42003465600,4656,Census Tract 4656,G5020,S,1010398,0,+40.4385293,-080.0684148,10874919.8501892,19385.8187561187
77,42,003,473100,42003473100,1400000US42003473100,4731,Census Tract 4731,G5020,S,1505105,0,+40.3927586,-080.0504859,16199431.368042,19734.2746680595
78,42,003,507000,42003507000,1400000US42003507000,5070,Census Tract 5070,G5020,S,1069829,0,+40.3848121,-079.8074391,11514549.9406738,18343.5398756551
79,42,003,508000,42003508000,1400000US42003508000,5080,Census Tract 5080,G5020,S,1111439,0,+40.3941802,-079.8100486,11962427.2217712,19425.1795196514
80,42,003,483800,42003483800,1400000US42003483800,4838,Census Tract 4838,G5020,S,1492076,167950,+40.4072778,-079.9098942,17866931.5486145,23234.8960686867
81,42,003,480101,42003480101,1400000US42003480101,4801.01,Census Tract 4801.01,G5020,S,2289294,0,+40.3411718,-079.9835064,24639764.8573914,27385.488437439
82,42,003,499400,42003499400,1400000US42003499400,4994,Census Tract 4994,G5020,S,2036887,207030,+40.3185685,-079.8809320,24151428.7138062,26722.1425749175
83,42,003,473500,42003473500,1400000US42003473500,4735,Census Tract 4735,G5020,S,2381556,0,+40.3657429,-080.0545618,25632725.6433716,24887.6302663418
84,42,003,473602,42003473602,1400000US42003473602,4736.02,Census Tract 4736.02,G5020,S,2451754,6712,+40.3719637,-080.0693023,26460525.1388245,26045.2698862008
85,42,003,474203,42003474203,1400000US42003474203,4742.03,Census Tract 4742.03,G5020,S,4407424,0,+40.3137744,-080.0791080,47437345.6391602,30903.8307522589
86,42,003,478100,42003478100,1400000US42003478100,4781,Census Tract 4781,G5020,S,1514346,0,+40.3730071,-079.9812609,16298937.8186646,19380.6297960041
87,42,003,464400,42003464400,1400000US42003464400,4644,Census Tract 4644,G5020,S,1723619,163411,+40.4714130,-080.0588329,20310028.564209,19770.8806416088
88,42,003,472200,42003472200,1400000US42003472200,4722,Census Tract 4722,G5020,S,651963,0,+40.3945623,-080.0414483,7017050.83096313,11454.8392750112
89,42,003,472300,42003472300,1400000US42003472300,4723,Census Tract 4723,G5020,S,342247,0,+40.3925483,-080.0330037,3683598.59024048,8909.87984734253
90,42,003,472400,42003472400,1400000US42003472400,4724,Census Tract 4724,G5020,S,425318,0,+40.3878532,-080.0380679,4577701.87744141,9387.16946740814
91,42,003,468700,42003468700,1400000US42003468700,4687,Census Tract 4687,G5020,S,1415041,0,+40.4138053,-080.0888021,15230089.6375732,18072.6085630128
92,42,003,486900,42003486900,1400000US42003486900,4869,Census Tract 4869,G5020,S,929134,40755,+40.3639370,-079.8481653,10439011.2035217,15987.0238025398
93,42,003,487000,42003487000,1400000US42003487000,4870,Census Tract 4870,G5020,S,2502861,245512,+40.3506484,-079.8901759,29580831.8097534,25222.5210029507
94,42,003,488200,42003488200,1400000US42003488200,4882,Census Tract 4882,G5020,S,2936297,246438,+40.3908627,-079.8739230,34255750.3302612,28231.3976228842
95,42,003,492900,42003492900,1400000US42003492900,4929,Census Tract 4929,G5020,S,1678348,0,+40.2880847,-079.8938772,18064210.8320312,19419.729099035
96,42,003,485000,42003485000,1400000US42003485000,4850,Census Tract 4850,G5020,S,767480,78326,+40.4005097,-079.8853994,9103443.4770813,16927.1773808692
97,42,003,489001,42003489001,1400000US42003489001,4890.01,Census Tract 4890.01,G5020,S,3729072,0,+40.3294980,-079.9506991,40136196.8703613,30011.1907077793
98,42,003,494000,42003494000,1400000US42003494000,4940,Census Tract 4940,G5020,S,888038,186786,+40.2715536,-079.8871529,11568415.1611938,17709.2893318785
99,42,003,486700,42003486700,1400000US42003486700,4867,Census Tract 4867,G5020,S,2492427,226049,+40.3779317,-079.8588904,29258989.8231201,22135.9171043744
100,42,003,498000,42003498000,1400000US42003498000,4980,Census Tract 4980,G5020,S,3704812,104035,+40.3216998,-079.8631576,40994818.2804565,36117.4197160026
101,42,003,499300,42003499300,1400000US42003499300,4993,Census Tract 4993,G5020,S,2059494,324979,+40.3371209,-079.8855421,25664197.8601379,34700.1625671663
102,42,003,500300,42003500300,1400000US42003500300,5003,Census Tract 5003,G5020,S,2936712,81773,+40.3378687,-079.8741164,32488026.8430786,23230.3875907211
103,42,003,501000,42003501000,1400000US42003501000,5010,Census Tract 5010,G5020,S,1253698,147126,+40.3181711,-079.8308089,15077170.7504578,17193.9956443947
104,42,003,489002,42003489002,1400000US42003489002,4890.02,Census Tract 4890.02,G5020,S,3460667,0,+40.3301948,-079.9692722,37247306.4284973,29151.7647347719
105,42,003,551900,42003551900,1400000US42003551900,5519,Census Tract 5519,G5020,S,1810718,402061,+40.3551633,-079.8493157,23816146.9475098,31589.8623351453
106,42,003,484500,42003484500,1400000US42003484500,4845,Census Tract 4845,G5020,S,2512322,0,+40.3822022,-079.9042014,27040147.3077393,25066.0202387876
107,42,003,160900,42003160900,1400000US42003160900,1609,Census Tract 1609,G5020,S,1249545,443598,+40.4254639,-079.9650335,18223237.3004761,25390.2354201522
108,42,003,482500,42003482500,1400000US42003482500,4825,Census Tract 4825,G5020,S,2387455,236627,+40.3937803,-079.9101905,28242977.5512695,37102.7488497292
109,42,003,561500,42003561500,1400000US42003561500,5615,Census Tract 5615,G5020,S,1279790,0,+40.4403131,-079.8684145,13774397.0418701,22446.3509532809
110,42,003,480102,42003480102,1400000US42003480102,4801.02,Census Tract 4801.02,G5020,S,1693850,0,+40.3443407,-079.9995278,18230977.6401978,24223.6871417142
111,42,003,481000,42003481000,1400000US42003481000,4810,Census Tract 4810,G5020,S,879248,0,+40.4112737,-079.9856387,9463407.24713135,13596.283395338
112,42,003,562500,42003562500,1400000US42003562500,5625,Census Tract 5625,G5020,S,2020589,225189,+40.4580392,-080.0523248,24171308.5860596,29065.7073330283
113,42,003,160800,42003160800,1400000US42003160800,1608,Census Tract 1608,G5020,S,1029814,0,+40.4209250,-079.9711184,11083845.3042908,14230.4783575783
114,42,003,475101,42003475101,1400000US42003475101,4751.01,Census Tract 4751.01,G5020,S,3134673,0,+40.3469695,-080.0404600,33738633.7219849,26483.5158278747
115,42,003,190300,42003190300,1400000US42003190300,1903,Census Tract 1903,G5020,S,788802,0,+40.4327228,-080.0148434,8489903.40014648,18698.4294196197
116,42,003,562000,42003562000,1400000US42003562000,5620,Census Tract 5620,G5020,S,586698,0,+40.4518353,-079.9538982,6314635.04943848,15284.9013811755
117,42,003,450800,42003450800,1400000US42003450800,4508,Census Tract 4508,G5020,S,1367943,301614,+40.5191654,-080.1672689,17969469.281311,22512.1546426242
118,42,003,564400,42003564400,1400000US42003564400,5644,Census Tract 5644,G5020,S,13634136,0,+40.3765257,-079.7912577,146744370.128998,61807.9633048137
119,42,003,450700,42003450700,1400000US42003450700,4507,Census Tract 4507,G5020,S,2076919,43697,+40.5072482,-080.1577271,22824177.9813232,21089.7434990052
120,42,003,453004,42003453004,1400000US42003453004,4530.04,Census Tract 4530.04,G5020,S,7432588,0,+40.4487124,-080.2027563,79996960.7999268,52482.4597271258
121,42,003,470502,42003470502,1400000US42003470502,4705.02,Census Tract 4705.02,G5020,S,1863363,0,+40.4036230,-080.0685025,20055385.9247131,30318.5960057075
122,42,003,564500,42003564500,1400000US42003564500,5645,Census Tract 5645,G5020,S,16448225,589901,+40.2711094,-079.9193252,183383068.137512,71255.863931116
123,42,003,563900,42003563900,1400000US42003563900,5639,Census Tract 5639,G5020,S,1894346,0,+40.4176766,-079.8445642,20388867.5361328,27316.8999707847
124,42,003,563100,42003563100,1400000US42003563100,5631,Census Tract 5631,G5020,S,2714772,0,+40.4309289,-080.0437144,29219103.6331482,33124.2520559946
125,42,003,562400,42003562400,1400000US42003562400,5624,Census Tract 5624,G5020,S,1891449,0,+40.4127134,-080.0024336,20357648.9407959,20365.6922762195
126,42,003,980100,42003980100,1400000US42003980100,9801,Census Tract 9801,G5020,S,1448449,253872,+40.4798795,-079.9165548,18322109.6314087,27235.0538478563
127,42,003,562600,42003562600,1400000US42003562600,5626,Census Tract 5626,G5020,S,2093529,187348,+40.4432151,-080.0370720,24549123.9963989,28358.3483662546
128,42,003,981100,42003981100,1400000US42003981100,9811,Census Tract 9811,G5020,S,875989,0,+40.4420377,-079.9063256,9428249.9921875,14518.8535403953
129,42,003,562800,42003562800,1400000US42003562800,5628,Census Tract 5628,G5020,S,1776466,0,+40.4226980,-080.0713684,19120061.6363831,28765.5199818533
130,42,003,563000,42003563000,1400000US42003563000,5630,Census Tract 5630,G5020,S,3938517,0,+40.4528644,-080.0808702,42390238.2660522,36598.7678905398
131,42,003,564200,42003564200,1400000US42003564200,5642,Census Tract 5642,G5020,S,13992456,415524,+40.3325559,-079.7909231,155073686.422577,76892.2978413476
132,42,003,515401,42003515401,1400000US42003515401,5154.01,Census Tract 5154.01,G5020,S,609231,0,+40.4228463,-079.8960600,6557170.06958008,18473.256116864
133,42,003,455000,42003455000,1400000US42003455000,4550,Census Tract 4550,G5020,S,1215882,0,+40.4001651,-080.1871500,13086574.383728,19741.4658446694
134,42,003,456003,42003456003,1400000US42003456003,4560.03,Census Tract 4560.03,G5020,S,31614597,0,+40.3551078,-080.1743251,340268770.250122,112161.302280829
135,42,003,446000,42003446000,1400000US42003446000,4460,Census Tract 4460,G5020,S,3875478,450603,+40.5544208,-080.1923350,46561744.1057129,28621.7112285336
136,42,003,561900,42003561900,1400000US42003561900,5619,Census Tract 5619,G5020,S,1080836,0,+40.4693587,-079.8930870,11633028.1290894,16428.4032958593
137,42,003,457100,42003457100,1400000US42003457100,4571,Census Tract 4571,G5020,S,940181,2737,+40.3610947,-080.1139836,10148586.57901,15154.7771554621
138,42,003,447000,42003447000,1400000US42003447000,4470,Census Tract 4470,G5020,S,3890221,0,+40.5740195,-080.2037795,41870619.7191162,29607.2433196326
139,42,003,457200,42003457200,1400000US42003457200,4572,Census Tract 4572,G5020,S,1896240,0,+40.3560220,-080.1021609,20409265.658783,23562.7425315039
140,42,003,448000,42003448000,1400000US42003448000,4480,Census Tract 4480,G5020,S,2588612,512570,+40.5638901,-080.2160152,33378162.6580811,28341.0730350543
141,42,003,449000,42003449000,1400000US42003449000,4490,Census Tract 4490,G5020,S,5417042,478304,+40.5556535,-080.2285609,63451767.7781982,37071.4829585924
142,42,003,432300,42003432300,1400000US42003432300,4323,Census Tract 4323,G5020,S,886333,0,+40.5045859,-080.0678540,9539585.79333496,13191.1236523615
143,42,003,431100,42003431100,1400000US42003431100,4311,Census Tract 4311,G5020,S,924144,0,+40.4901465,-080.0506435,9946578.64318848,13528.951658246
144,42,003,563800,42003563800,1400000US42003563800,5638,Census Tract 5638,G5020,S,15304379,1101372,+40.5220771,-080.1274567,176575359.166443,89077.3114854585
145,42,003,563300,42003563300,1400000US42003563300,5633,Census Tract 5633,G5020,S,25355417,0,+40.5616667,-080.1463405,272901275.922485,94320.1764021907
146,42,003,451104,42003451104,1400000US42003451104,4511.04,Census Tract 4511.04,G5020,S,7652271,0,+40.5375498,-080.2537457,82361550.6595459,40474.501727234
147,42,003,451105,42003451105,1400000US42003451105,4511.05,Census Tract 4511.05,G5020,S,9296103,0,+40.5146030,-080.2352132,100054055.622681,48430.4846514532
148,42,003,564000,42003564000,1400000US42003564000,5640,Census Tract 5640,G5020,S,42738972,0,+40.4128812,-080.2402136,459999620.99057,111461.056360145
149,42,003,453003,42003453003,1400000US42003453003,4530.03,Census Tract 4530.03,G5020,S,15578664,0,+40.4258017,-080.1918441,167673136.279327,68707.3528219262
150,42,003,434000,42003434000,1400000US42003434000,4340,Census Tract 4340,G5020,S,981713,204392,+40.5051586,-080.0821377,12766083.7185669,16388.7469817947
151,42,003,435000,42003435000,1400000US42003435000,4350,Census Tract 4350,G5020,S,1472771,318264,+40.5108721,-080.0962166,19276897.6147461,20704.6455930431
152,42,003,140500,42003140500,1400000US42003140500,1405,Census Tract 1405,G5020,S,782035,0,+40.4517483,-079.9021356,8417065.44281006,14181.7282038337
153,42,003,170200,42003170200,1400000US42003170200,1702,Census Tract 1702,G5020,S,1116614,279346,+40.4297776,-079.9847536,15024760.8569336,18344.9353992876
154,42,003,428200,42003428200,1400000US42003428200,4282,Census Tract 4282,G5020,S,4421772,0,+40.4874257,-079.9904744,47591528.624939,40427.5804320843
155,42,003,050100,42003050100,1400000US42003050100,501,Census Tract 501,G5020,S,790373,0,+40.4477128,-079.9728906,8506822.70275879,14507.7637647476
156,42,003,070600,42003070600,1400000US42003070600,706,Census Tract 706,G5020,S,289738,0,+40.4532703,-079.9254776,3118431.52258301,8884.41809312575
157,42,003,080700,42003080700,1400000US42003080700,807,Census Tract 807,G5020,S,275058,0,+40.4609734,-079.9343798,2960446.74279785,7707.08458934669
158,42,003,090100,42003090100,1400000US42003090100,901,Census Tract 901,G5020,S,672423,146361,+40.4752866,-079.9616816,8812576.52838135,12376.5283729042
159,42,003,111500,42003111500,1400000US42003111500,1115,Census Tract 1115,G5020,S,965268,0,+40.4622071,-079.9246392,10389124.076355,15320.0300016941
160,42,003,460001,42003460001,1400000US42003460001,4600.01,Census Tract 4600.01,G5020,S,6661893,121528,+40.4894622,-080.1032830,73009935.6251831,36844.0224558969
161,42,003,320700,42003320700,1400000US42003320700,3207,Census Tract 3207,G5020,S,1313842,0,+40.3824508,-080.0002179,14140903.214386,22920.9397611661
162,42,003,490003,42003490003,1400000US42003490003,4900.03,Census Tract 4900.03,G5020,S,7806764,0,+40.3163971,-079.9918895,84024603.6609192,42013.8057583461
163,42,003,480200,42003480200,1400000US42003480200,4802,Census Tract 4802,G5020,S,3100501,0,+40.3568502,-079.9624577,33370777.2948303,36261.6049722135
164,42,003,490004,42003490004,1400000US42003490004,4900.04,Census Tract 4900.04,G5020,S,8126273,0,+40.2842573,-079.9802548,87463723.7786865,42886.1648877677
165,42,003,451101,42003451101,1400000US42003451101,4511.01,Census Tract 4511.01,G5020,S,7373110,498402,+40.5355451,-080.2180691,84721220.7625732,63041.1778490606
166,42,003,521500,42003521500,1400000US42003521500,5215,Census Tract 5215,G5020,S,10484586,0,+40.4435217,-079.7338393,112845604.091064,51050.9301159316
167,42,003,456004,42003456004,1400000US42003456004,4560.04,Census Tract 4560.04,G5020,S,6490264,0,+40.3285964,-080.1225671,69854986.256012,56039.3510362378
